origin_lat,origin_lon,dest_lat,dest_lon,cargo_weight_kg,hour_of_day,day_of_week,num_stops,traffic_index,eta_minutes,distance_km
9.73071431561376,-1.2503562970121802,8.067427020098005,-2.6847662174900124,865.3402592416081,12,4,1,1.5,376.17501302616546,242.9721121705944
7.55270985838834,-2.7651390469339647,6.998620489773275,0.2961978991058305,261.55274391043423,13,0,1,1.5,543.932940975497,343.23730052881876
10.280886479423986,-0.7387195796755064,5.187862897522131,1.1468366618354988,219.6138094044569,6,4,1,1.5,920.2042164736534,603.199278700541
9.232892188885865,-2.5960702738498562,11.14131790923334,-1.6782470672180156,246.84799608926338,7,4,7,1.5,590.7726430838662,234.77813047195966
5.312152761269722,-3.0256874974596477,5.836029223712815,0.594073264079686,459.5132989420178,20,5,7,1.5,814.468288404307,404.8069566887775
11.041545285638913,-1.0559947495701256,6.359505087344285,0.13145461842388073,274.5559462584368,14,5,2,1.5,831.0343681159591,536.7208680853864
9.647408062937295,-0.35081947479017384,6.233452456215016,0.8021338264143667,53.858372691268684,3,0,7,1.7495431090101365,922.496794253068,400.28037901938666
9.8094179843002,0.5436628788287687,10.60161914345707,-1.3903238553858177,472.36531755778174,13,2,4,1.9188508412039995,596.5649361801458,229.24487680386397
5.532738612391048,0.2227599927943662,9.663974552702946,-2.8441432282927908,94.01378935457979,14,3,3,1.5,944.6446517075352,570.2933380844098
7.627508596321186,0.5575823074044672,7.672643696355688,-2.767397071357821,537.5655580895964,19,3,6,1.5,794.2658977816959,366.4636106649431
7.110187157511778,0.12030946869400738,10.910249720687084,0.13439289206118943,222.37828925176726,20,3,1,1.5052783833735037,637.2853325259728,422.5505075455911
10.72397242751591,-0.13542271392237293,5.043091975111872,0.5849932777426559,1244.1777166379081,15,4,1,2.369684414499766,1501.9460612425166,636.6450612868389
8.885123280524319,-3.2543809388668516,10.508857477940738,-1.2434246657832704,435.9126847933035,0,4,2,1.5075759170437766,486.5839512183102,284.91578991884586
10.047950486260394,-0.4825395968585524,5.092777681973034,-3.031930998432843,1085.1799889642007,11,1,5,1.5,1133.1231628541289,618.4689132243315
7.582192292377652,-2.75783188137397,7.2423495235746636,-2.999822818380946,58.483196495595784,4,4,6,1.5,234.0156018444285,46.26002044896242
6.17705169160105,-3.035997904503565,5.051031709447183,-0.606298424719093,122.22209597305975,0,4,4,1.5,608.0891718295323,296.5938302385229
8.304801115602926,-2.5961453155245504,11.193298446424954,0.8338095759673658,295.9999129780111,22,1,4,1.5,837.5553290886801,494.38544922942776
5.11481216467714,0.4048147264878761,10.643531766253911,-1.5018741883233755,696.5267355989295,4,4,5,1.5,1058.4591493635448,649.6196730846456
10.079602617951782,0.04732226895009628,8.501193209100503,-0.37221083160379864,407.26632476025225,5,3,1,1.602712009055863,318.0135337305841,181.4483626197257
8.80581859429342,0.9694758234234557,6.115989730988596,-0.8609650396945279,397.52045281727953,8,5,5,1.5,761.7573980825464,360.80242561846825
9.62757031055493,1.1053931639268475,6.49905521378355,0.703910300034277,422.03591010249215,11,2,6,1.785556181089289,772.3929493758193,350.6711827027265
7.004418792844144,0.7197779386829195,7.622031879371281,0.445744252390059,637.6975519873745,14,6,3,2.0694657091172592,215.3458276679824,75.03168251386646
11.009537158566872,-2.7018327706035037,6.798071186200247,-2.402931479237683,75.86568882242656,7,3,5,1.5,1034.7251913101393,469.44287267542506
10.505287288594285,0.6527223341624118,4.838540385327115,-0.2510560564812665,40.33411209176828,19,6,3,1.5,1241.6651561801493,637.929357308215
